t,pc1,pc2,pc3
1,63.773327,-58.748093,-95.06618
2,88.365395,-79.36751,-94.23239
3,97.51758,-82.16612,-89.24968
4,97.35092,-42.603645,-48.91929
5,84.58412,-59.99498,-74.0481
6,81.368546,-45.65104,-69.90792
7,82.79381,-50.22013,-65.00568
8,79.628105,-49.898247,-64.08278
9,77.83865,-57.63913,-73.661385
