t,pc1,pc2,pc3
1,-176.47505,-62.21576,22.377117
2,-193.64894,-77.65235,30.470943
3,-202.91975,-81.9355,24.819643
4,-182.53151,-67.861435,28.135986
5,-193.98055,-76.95894,28.267357
6,-185.38762,-66.7913,29.424324
7,-176.0773,-67.13066,29.059277
8,-165.85081,-56.528618,28.549335
9,-185.5546,-74.42878,28.573166
