t,pc1,pc2,pc3
1,-71.890564,166.05472,-35.395752
2,-63.155544,166.14384,-34.95839
3,-73.893814,174.55873,-45.288414
4,-60.633785,151.72696,-29.036493
5,-51.465775,147.00885,-28.453375
6,-44.325935,142.26408,-21.131035
7,-42.495346,131.68803,-19.845888
8,-49.71152,137.06186,-21.113026
9,-62.19858,150.43835,-28.86057
