t,pc1,pc2,pc3
1,74.26636,-77.619545,-96.523026
2,75.48413,-81.89993,-104.17357
3,98.41712,-90.229935,-92.63284
4,89.51854,-74.30185,-75.18019
5,86.13147,-71.99446,-77.63348
6,77.254135,-71.66695,-88.87832
7,74.26476,-72.149536,-82.396355
8,85.55421,-76.27977,-79.16337
9,87.24298,-82.09867,-81.13823
