t,pc1,pc2,pc3
1,121.60339,-6.909786,84.436966
2,129.05505,-15.117344,82.40109
3,138.47763,-14.542837,87.18892
4,111.62891,2.391138,61.226273
5,136.053,-13.6373825,76.39043
6,123.68953,-1.1698952,71.46625
7,117.04067,0.9103203,66.38925
8,104.73057,10.386455,57.8073
9,117.83252,-0.06118393,67.10672
