t,pc1,pc2,pc3
1,-61.14118,167.46188,-22.31921
2,-64.47958,171.32364,-19.588345
3,-59.802086,172.29674,-26.02107
4,-52.093678,150.48921,-24.168743
5,-36.74958,152.80742,-15.979067
6,-44.131554,152.02812,-15.834127
7,-44.277042,145.28548,-15.854809
8,-46.19218,137.3872,-17.456142
9,-55.41499,149.6931,-19.848583
