t,pc1,pc2,pc3
1,-56.629814,157.2125,-26.383667
2,-63.103718,168.48769,-34.061653
3,-30.72226,170.08035,-24.470053
4,-31.434467,161.10222,-30.917751
5,-46.144855,143.83072,-23.272
6,-48.280872,147.88306,-25.179134
7,-43.118256,151.49928,-23.412453
8,-32.671906,141.92351,-21.949469
9,-46.110935,159.1493,-27.759968
