t,pc1,pc2,pc3
1,-148.81963,-37.821472,24.401466
2,-169.04588,-69.191864,32.40026
3,-165.07127,-77.614426,25.698261
4,-141.11647,-50.66529,22.928276
5,-170.08644,-68.347496,24.712688
6,-180.27942,-81.02814,34.888515
7,-159.87553,-73.55456,29.507381
8,-170.90004,-77.70835,32.274265
9,-166.45497,-72.21029,28.373344
