t,pc1,pc2,pc3
1,-173.52933,-75.67717,29.21083
2,-211.02216,-98.09437,29.494926
3,-190.75761,-86.08995,25.72702
4,-162.95314,-69.513466,26.62819
5,-181.70853,-80.39577,37.254665
6,-182.29402,-83.768776,27.653461
7,-175.42967,-74.6866,30.58041
8,-172.04103,-73.38105,30.812004
9,-179.38387,-75.62694,31.156425
