t,pc1,pc2,pc3
1,-40.252117,153.71214,-22.467674
2,-49.70844,170.78427,-27.420773
3,1.258915,121.907104,-2.7918465
4,2.6348314,116.09637,0.8373971
5,-12.206081,128.95012,-11.338246
6,-11.621115,113.487946,-8.364964
7,-7.826636,111.47838,-7.724061
8,-9.29031,114.14651,-7.2890844
9,-14.22611,118.85274,-10.640974
