t,pc1,pc2,pc3
1,-62.577274,167.07053,-29.308146
2,-64.44165,169.01675,-29.636415
3,-44.04399,169.85039,-28.013565
4,-26.388044,144.76987,-24.969902
5,-36.175293,152.05989,-13.429636
6,-41.21805,150.31348,-18.288918
7,-30.316544,129.5108,-15.132011
8,-33.810856,137.54382,-16.764975
9,-41.55446,138.451,-18.630602
