t,pc1,pc2,pc3
1,140.90392,-4.6639194,106.501915
2,143.3299,-6.986109,106.82973
3,140.6725,-2.0631084,109.24492
4,139.55077,0.21744347,96.91499
5,150.08263,-6.201502,87.308014
6,132.93971,0.44063377,96.77042
7,127.01314,-2.2178802,95.12799
8,136.04744,-2.1303616,96.063614
9,141.00975,-7.089983,101.61
